Surface [m2],Rooms,Price [CHF/month],Country,City
65.0,3.0,731,Germany,Freiburg
75.0,3.0,1253,Germany,Freiburg
60.0,2.0,1013,Germany,Freiburg
89.0,2.0,1326,Germany,Freiburg
76.0,4.0,1148,Germany,Freiburg
105.0,5.0,1895,Germany,Freiburg
81.0,3.0,1514,Germany,Freiburg
61.0,2.0,971,Germany,Freiburg
36.0,2.0,626,Germany,Freiburg
35.0,2.0,940,Germany,Freiburg
80.0,3.0,2297,Germany,Freiburg
90.0,3.0,1775,Germany,Freiburg
68.0,2.0,971,Germany,Freiburg
52.0,2.0,1148,Germany,Freiburg
200.0,7.0,313,Germany,Freiburg
120.0,4.0,1817,Germany,Freiburg
105.0,4.0,1723,Germany,Freiburg
55.0,2.0,663,Germany,Freiburg
40.0,2.0,611,Germany,Freiburg
65.0,2.0,1253,Germany,Freiburg
72.0,3.0,1044,Germany,Freiburg
38.0,2.0,783,Germany,Freiburg
100.0,3.0,1931,Germany,Freiburg
66.0,2.0,679,Germany,Freiburg
34.0,1.0,423,Germany,Freiburg
36.0,2.0,376,Germany,Freiburg
64.0,3.0,1378,Germany,Freiburg
76.0,3.0,1143,Germany,Freiburg
52.0,2.0,658,Germany,Freiburg
60.0,3.0,867,Germany,Freiburg
110.0,4.0,1409,Germany,Freiburg
80.0,2.0,1357,Germany,Freiburg
57.0,2.0,778,Germany,Freiburg
70.0,2.0,887,Germany,Freiburg
40.0,2.0,971,Germany,Freiburg
85.0,3.0,1409,Germany,Freiburg
14.0,1.0,345,Germany,Freiburg
100.0,3.0,1453,Germany,Freiburg
46.0,2.0,579,Germany,Freiburg
45.0,2.0,919,Germany,Freiburg
42.0,2.0,1018,Germany,Freiburg
11.0,2.0,157,Germany,Freiburg
55.0,2.0,1096,Germany,Freiburg
53.0,2.0,668,Germany,Freiburg
84.0,3.0,1326,Germany,Freiburg
85.0,3.0,955,Germany,Freiburg
90.0,4.0,1754,Germany,Freiburg
39.0,2.0,574,Germany,Freiburg
48.0,2.0,825,Germany,Freiburg
57.0,2.0,752,Germany,Freiburg
44.0,2.0,630,Germany,Freiburg
45.0,2.0,668,Germany,Freiburg
54.0,2.0,840,Germany,Freiburg
53.0,2.0,762,Germany,Freiburg
87.0,3.0,992,Germany,Freiburg
53.0,2.0,710,Germany,Freiburg
41.0,2.0,637,Germany,Freiburg
99.0,3.5,3500,Switzerland,Basel
45.0,1.0,1450,Switzerland,Basel
48.0,2.0,1550,Switzerland,Basel
77.0,3.0,1830,Switzerland,Basel
54.0,1.0,1840,Switzerland,Basel
77.0,2.5,1914,Switzerland,Basel
74.0,2.5,1950,Switzerland,Basel
67.0,2.5,2090,Switzerland,Basel
90.0,3.5,2440,Switzerland,Basel
96.0,1.5,2440,Switzerland,Basel
77.0,2.5,2450,Switzerland,Basel
94.0,2.5,2470,Switzerland,Basel
96.0,3.0,2750,Switzerland,Basel
140.0,5.5,2950,Switzerland,Basel
106.0,3.5,2995,Switzerland,Basel
136.0,3.5,3525,Switzerland,Basel
121.0,5.0,3550,Switzerland,Basel
140.0,4.5,4125,Switzerland,Basel
123.0,3.5,4520,Switzerland,Basel
16.0,1.0,742,Switzerland,Basel
31.0,1.0,760,Switzerland,Basel
30.0,1.0,950,Switzerland,Basel
45.0,1.5,960,Switzerland,Basel
33.0,1.0,990,Switzerland,Basel
40.0,1.0,1000,Switzerland,Basel
32.0,1.0,1000,Switzerland,Basel
30.0,1.0,1098,Switzerland,Basel
44.0,1.5,1210,Switzerland,Basel
50.0,1.0,1230,Switzerland,Basel
35.0,1.5,1275,Switzerland,Basel
46.0,2.0,1290,Switzerland,Basel
57.0,2.5,1310,Switzerland,Basel
63.0,2.0,1350,Switzerland,Basel
59.0,2.0,1450,Switzerland,Basel
57.0,2.0,1465,Switzerland,Basel
80.0,3.0,1490,Switzerland,Basel
60.0,3.0,1530,Switzerland,Basel
51.0,1.5,1565,Switzerland,Basel
70.0,2.5,1580,Switzerland,Basel
74.0,3.0,1590,Switzerland,Basel
67.0,3.0,1650,Switzerland,Basel
63.0,2.0,1650,Switzerland,Basel
50.0,2.0,1680,Switzerland,Basel
77.0,3.0,1690,Switzerland,Basel
65.0,3.0,1700,Switzerland,Basel
77.0,3.0,1725,Switzerland,Basel
82.0,3.0,1770,Switzerland,Basel
60.0,2.5,1800,Switzerland,Basel
80.0,3.0,1830,Switzerland,Basel
68.0,3.0,1850,Switzerland,Basel
65.0,2.0,1865,Switzerland,Basel
85.0,3.0,1900,Switzerland,Basel
87.0,3.0,1900,Switzerland,Basel
76.0,2.5,1900,Switzerland,Basel
80.0,3.5,1920,Switzerland,Basel
81.0,3.0,1940,Switzerland,Basel
69.0,2.0,1950,Switzerland,Basel
66.0,1.5,1960,Switzerland,Basel
65.0,2.5,1980,Switzerland,Basel
82.0,2.5,2100,Switzerland,Basel
86.0,3.5,2110,Switzerland,Basel
81.0,4.0,2180,Switzerland,Basel
77.0,3.0,2190,Switzerland,Basel
85.0,4.0,2198,Switzerland,Basel
103.0,3.5,2245,Switzerland,Basel
89.0,3.5,2250,Switzerland,Basel
89.0,2.5,2290,Switzerland,Basel
80.0,2.5,2400,Switzerland,Basel
105.0,4.0,2450,Switzerland,Basel
109.0,3.5,2450,Switzerland,Basel
86.0,2.5,2490,Switzerland,Basel
106.0,3.5,2500,Switzerland,Basel
85.0,2.5,2500,Switzerland,Basel
88.0,4.5,2550,Switzerland,Basel
96.0,3.5,2550,Switzerland,Basel
92.0,2.5,2550,Switzerland,Basel
100.0,3.5,2590,Switzerland,Basel
113.0,4.0,2650,Switzerland,Basel
105.0,4.0,2680,Switzerland,Basel
120.0,2.5,2690,Switzerland,Basel
147.0,3.5,2700,Switzerland,Basel
80.0,3.0,2700,Switzerland,Basel
101.0,3.0,2710,Switzerland,Basel
160.0,4.0,2770,Switzerland,Basel
105.0,3.5,2780,Switzerland,Basel
89.0,2.5,2804,Switzerland,Basel
86.0,2.5,2810,Switzerland,Basel
108.0,3.5,2825,Switzerland,Basel
125.0,5.0,2950,Switzerland,Basel
127.0,3.5,3010,Switzerland,Basel
104.0,4.5,3090,Switzerland,Basel
128.0,2.5,3105,Switzerland,Basel
125.0,4.5,3190,Switzerland,Basel
130.0,4.5,3290,Switzerland,Basel
110.0,3.5,3355,Switzerland,Basel
113.0,4.5,3408,Switzerland,Basel
130.0,3.5,3450,Switzerland,Basel
113.0,2.5,3470,Switzerland,Basel
110.0,2.5,3600,Switzerland,Basel
150.0,6.5,3650,Switzerland,Basel
150.0,6.0,3750,Switzerland,Basel
138.0,3.5,3790,Switzerland,Basel
150.0,5.5,4600,Switzerland,Basel
195.0,2.0,4850,Switzerland,Basel
153.0,3.5,5950,Switzerland,Basel
11.0,1.0,200,Switzerland,Basel
19.0,1.0,510,Switzerland,Basel
32.0,1.5,820,Switzerland,Basel
32.0,1.0,900,Switzerland,Basel
73.0,2.5,1055,Switzerland,Basel
45.0,2.0,1080,Switzerland,Basel
65.0,2.5,1090,Switzerland,Basel
58.0,2.0,1100,Switzerland,Basel
49.0,2.0,1100,Switzerland,Basel
94.0,4.5,1185,Switzerland,Basel
72.0,2.0,1190,Switzerland,Basel
58.0,2.0,1220,Switzerland,Basel
84.0,3.5,1250,Switzerland,Basel
52.0,2.0,1260,Switzerland,Basel
51.0,2.0,1290,Switzerland,Basel
48.0,2.5,1315,Switzerland,Basel
52.0,2.0,1320,Switzerland,Basel
64.0,3.0,1330,Switzerland,Basel
51.0,2.0,1330,Switzerland,Basel
51.0,2.0,1350,Switzerland,Basel
62.0,2.0,1350,Switzerland,Basel
51.0,2.0,1360,Switzerland,Basel
66.0,2.0,1385,Switzerland,Basel
81.0,2.5,1390,Switzerland,Basel
62.0,2.0,1390,Switzerland,Basel
54.0,2.0,1390,Switzerland,Basel
62.0,3.0,1420,Switzerland,Basel
65.0,3.0,1420,Switzerland,Basel
61.0,3.0,1420,Switzerland,Basel
65.0,3.0,1435,Switzerland,Basel
51.0,2.5,1450,Switzerland,Basel
61.0,3.0,1465,Switzerland,Basel
58.0,2.0,1470,Switzerland,Basel
61.0,3.0,1475,Switzerland,Basel
72.0,3.0,1515,Switzerland,Basel
55.0,2.0,1530,Switzerland,Basel
65.0,2.5,1540,Switzerland,Basel
74.0,3.0,1553,Switzerland,Basel
74.0,3.5,1590,Switzerland,Basel
67.0,3.0,1590,Switzerland,Basel
65.0,2.0,1590,Switzerland,Basel
75.0,3.0,1600,Switzerland,Basel
72.0,2.5,1600,Switzerland,Basel
70.0,3.5,1610,Switzerland,Basel
65.0,3.0,1610,Switzerland,Basel
72.0,3.0,1625,Switzerland,Basel
68.0,2.0,1635,Switzerland,Basel
63.0,3.0,1655,Switzerland,Basel
55.0,2.5,1655,Switzerland,Basel
74.0,3.0,1660,Switzerland,Basel
131.0,5.5,1670,Switzerland,Basel
67.0,3.0,1670,Switzerland,Basel
72.0,3.0,1670,Switzerland,Basel
74.0,3.5,1720,Switzerland,Basel
56.0,2.0,1720,Switzerland,Basel
73.0,3.0,1755,Switzerland,Basel
69.0,2.0,1760,Switzerland,Basel
84.0,3.5,1770,Switzerland,Basel
75.0,3.0,1790,Switzerland,Basel
62.0,2.5,1790,Switzerland,Basel
72.0,3.0,1805,Switzerland,Basel
65.0,2.0,1810,Switzerland,Basel
74.0,2.5,1815,Switzerland,Basel
86.0,4.5,1820,Switzerland,Basel
76.0,3.5,1820,Switzerland,Basel
133.0,5.5,1845,Switzerland,Basel
78.0,3.0,1845,Switzerland,Basel
88.0,4.0,1890,Switzerland,Basel
82.0,3.0,1900,Switzerland,Basel
72.0,3.5,1910,Switzerland,Basel
90.0,3.5,1920,Switzerland,Basel
86.0,4.5,1940,Switzerland,Basel
72.0,3.5,1940,Switzerland,Basel
70.0,3.5,1950,Switzerland,Basel
80.0,3.0,1950,Switzerland,Basel
70.0,3.0,1950,Switzerland,Basel
91.0,3.0,1959,Switzerland,Basel
78.0,3.5,1970,Switzerland,Basel
84.0,3.5,1980,Switzerland,Basel
84.0,3.5,1990,Switzerland,Basel
69.0,3.5,1996,Switzerland,Basel
71.0,3.5,2000,Switzerland,Basel
76.0,3.0,2020,Switzerland,Basel
105.0,4.5,2025,Switzerland,Basel
82.0,4.0,2045,Switzerland,Basel
95.0,3.0,2080,Switzerland,Basel
78.0,3.0,2090,Switzerland,Basel
63.0,3.5,2100,Switzerland,Basel
92.0,3.5,2110,Switzerland,Basel
114.0,3.5,2120,Switzerland,Basel
69.0,3.5,2130,Switzerland,Basel
131.0,6.0,2150,Switzerland,Basel
102.0,3.5,2150,Switzerland,Basel
90.0,2.5,2150,Switzerland,Basel
109.0,4.5,2170,Switzerland,Basel
78.0,3.5,2220,Switzerland,Basel
90.0,3.0,2220,Switzerland,Basel
103.0,3.5,2230,Switzerland,Basel
110.0,3.5,2255,Switzerland,Basel
125.0,5.5,2265,Switzerland,Basel
75.0,3.5,2280,Switzerland,Basel
80.0,3.0,2320,Switzerland,Basel
70.0,3.0,2390,Switzerland,Basel
100.0,3.5,2420,Switzerland,Basel
82.0,2.5,2470,Switzerland,Basel
70.0,2.0,2555,Switzerland,Basel
120.0,4.0,2650,Switzerland,Basel
120.0,4.0,2670,Switzerland,Basel
85.0,3.0,2700,Switzerland,Basel
110.0,4.0,2710,Switzerland,Basel
88.0,3.5,2750,Switzerland,Basel
82.0,3.5,2750,Switzerland,Basel
120.0,4.0,2798,Switzerland,Basel
123.0,3.5,2900,Switzerland,Basel
100.0,4.0,2920,Switzerland,Basel
107.0,3.5,2931,Switzerland,Basel
87.0,3.5,3110,Switzerland,Basel
123.0,4.0,3155,Switzerland,Basel
124.0,5.0,3365,Switzerland,Basel
158.0,3.5,3420,Switzerland,Basel
143.0,5.0,3480,Switzerland,Basel
120.0,4.5,3650,Switzerland,Basel
104.0,4.5,3680,Switzerland,Basel
155.0,6.5,3885,Switzerland,Basel
147.0,4.5,4260,Switzerland,Basel
186.0,6.0,4490,Switzerland,Basel
153.0,5.0,5300,Switzerland,Basel
34.0,1.0,785,Switzerland,Basel
36.0,1.5,790,Switzerland,Basel
33.0,1.0,840,Switzerland,Basel
23.0,1.0,900,Switzerland,Basel
50.0,2.0,990,Switzerland,Basel
41.0,2.0,990,Switzerland,Basel
30.0,1.0,1000,Switzerland,Basel
45.0,1.5,1010,Switzerland,Basel
30.0,1.5,1030,Switzerland,Basel
36.0,1.5,1042,Switzerland,Basel
36.0,1.5,1060,Switzerland,Basel
39.0,1.5,1070,Switzerland,Basel
29.0,1.0,1120,Switzerland,Basel
38.0,1.5,1145,Switzerland,Basel
62.0,2.5,1155,Switzerland,Basel
45.0,2.5,1190,Switzerland,Basel
31.0,1.5,1190,Switzerland,Basel
29.0,1.0,1190,Switzerland,Basel
45.0,2.0,1240,Switzerland,Basel
57.0,2.0,1250,Switzerland,Basel
15.0,1.0,1250,Switzerland,Basel
67.0,2.0,1270,Switzerland,Basel
66.0,3.0,1290,Switzerland,Basel
50.0,2.0,1295,Switzerland,Basel
58.0,2.5,1310,Switzerland,Basel
50.0,2.5,1320,Switzerland,Basel
65.0,2.5,1325,Switzerland,Basel
70.0,3.0,1350,Switzerland,Basel
57.0,2.0,1350,Switzerland,Basel
50.0,2.0,1350,Switzerland,Basel
52.0,2.5,1380,Switzerland,Basel
38.0,2.5,1380,Switzerland,Basel
51.0,2.0,1400,Switzerland,Basel
75.0,3.0,1410,Switzerland,Basel
48.0,2.5,1415,Switzerland,Basel
46.0,1.5,1415,Switzerland,Basel
64.0,3.0,1420,Switzerland,Basel
58.0,2.5,1420,Switzerland,Basel
53.0,2.0,1440,Switzerland,Basel
68.0,3.0,1450,Switzerland,Basel
70.0,3.0,1450,Switzerland,Basel
30.0,1.5,1450,Switzerland,Basel
20.0,1.5,1450,Switzerland,Basel
68.0,3.0,1460,Switzerland,Basel
49.0,1.5,1470,Switzerland,Basel
60.0,3.0,1490,Switzerland,Basel
56.0,2.5,1490,Switzerland,Basel
62.0,2.0,1495,Switzerland,Basel
70.0,3.0,1499,Switzerland,Basel
65.0,3.0,1500,Switzerland,Basel
66.0,2.5,1500,Switzerland,Basel
56.0,2.0,1525,Switzerland,Basel
69.0,3.0,1550,Switzerland,Basel
69.0,3.5,1570,Switzerland,Basel
63.0,2.5,1590,Switzerland,Basel
53.0,2.5,1590,Switzerland,Basel
76.0,3.5,1600,Switzerland,Basel
37.0,2.5,1600,Switzerland,Basel
72.0,3.0,1610,Switzerland,Basel
93.0,4.0,1625,Switzerland,Basel
53.0,2.5,1625,Switzerland,Basel
68.0,3.0,1640,Switzerland,Basel
78.0,3.0,1640,Switzerland,Basel
69.0,2.5,1656,Switzerland,Basel
65.0,1.5,1680,Switzerland,Basel
73.0,3.5,1690,Switzerland,Basel
80.0,4.0,1700,Switzerland,Basel
74.0,3.0,1700,Switzerland,Basel
72.0,3.0,1700,Switzerland,Basel
71.0,2.5,1710,Switzerland,Basel
83.0,4.0,1720,Switzerland,Basel
74.0,3.0,1740,Switzerland,Basel
65.0,1.5,1740,Switzerland,Basel
78.0,3.5,1790,Switzerland,Basel
83.0,3.0,1790,Switzerland,Basel
75.0,3.5,1800,Switzerland,Basel
77.0,3.0,1800,Switzerland,Basel
100.0,2.5,1810,Switzerland,Basel
62.0,3.0,1820,Switzerland,Basel
66.0,3.0,1820,Switzerland,Basel
88.0,3.5,1830,Switzerland,Basel
78.0,3.5,1840,Switzerland,Basel
70.0,2.5,1840,Switzerland,Basel
75.0,3.5,1880,Switzerland,Basel
72.0,2.5,1882,Switzerland,Basel
90.0,3.0,1890,Switzerland,Basel
78.0,3.5,1900,Switzerland,Basel
87.0,3.5,1900,Switzerland,Basel
93.0,3.5,1930,Switzerland,Basel
100.0,3.0,1940,Switzerland,Basel
78.0,3.5,1980,Switzerland,Basel
135.0,4.5,1985,Switzerland,Basel
90.0,4.5,1985,Switzerland,Basel
80.0,3.0,1995,Switzerland,Basel
76.0,3.0,2030,Switzerland,Basel
93.0,3.5,2086,Switzerland,Basel
90.0,4.5,2145,Switzerland,Basel
80.0,3.5,2150,Switzerland,Basel
95.0,3.5,2190,Switzerland,Basel
95.0,2.5,2250,Switzerland,Basel
108.0,4.5,2310,Switzerland,Basel
101.0,3.5,2385,Switzerland,Basel
90.0,4.0,2400,Switzerland,Basel
100.0,4.0,2450,Switzerland,Basel
110.0,3.0,2490,Switzerland,Basel
105.0,4.5,2510,Switzerland,Basel
133.0,3.5,2800,Switzerland,Basel
119.0,3.0,2950,Switzerland,Basel
26.0,1.0,620,Switzerland,Basel
28.0,1.0,850,Switzerland,Basel
33.0,1.0,890,Switzerland,Basel
40.0,2.0,895,Switzerland,Basel
41.0,1.0,980,Switzerland,Basel
42.0,2.0,1010,Switzerland,Basel
25.0,1.0,1030,Switzerland,Basel
30.0,1.0,1040,Switzerland,Basel
42.0,1.5,1150,Switzerland,Basel
26.0,1.0,1150,Switzerland,Basel
37.0,1.5,1170,Switzerland,Basel
30.0,1.0,1200,Switzerland,Basel
48.0,2.0,1270,Switzerland,Basel
55.0,2.0,1280,Switzerland,Basel
53.0,2.0,1280,Switzerland,Basel
30.0,1.5,1290,Switzerland,Basel
47.0,2.0,1345,Switzerland,Basel
79.0,3.0,1364,Switzerland,Basel
58.0,2.5,1380,Switzerland,Basel
64.0,2.5,1400,Switzerland,Basel
57.0,2.0,1435,Switzerland,Basel
64.0,3.5,1470,Switzerland,Basel
66.0,2.0,1476,Switzerland,Basel
57.0,3.0,1480,Switzerland,Basel
67.0,3.0,1490,Switzerland,Basel
98.0,3.5,1500,Switzerland,Basel
73.0,3.0,1500,Switzerland,Basel
75.0,3.0,1525,Switzerland,Basel
70.0,2.0,1530,Switzerland,Basel
80.0,3.5,1550,Switzerland,Basel
65.0,3.0,1550,Switzerland,Basel
70.0,2.0,1550,Switzerland,Basel
58.0,3.0,1610,Switzerland,Basel
70.0,4.0,1630,Switzerland,Basel
58.0,2.5,1690,Switzerland,Basel
78.0,3.0,1695,Switzerland,Basel
60.0,3.0,1726,Switzerland,Basel
78.0,3.0,1735,Switzerland,Basel
60.0,3.0,1740,Switzerland,Basel
64.0,3.0,1750,Switzerland,Basel
85.0,3.0,1750,Switzerland,Basel
66.0,2.5,1770,Switzerland,Basel
78.0,3.0,1803,Switzerland,Basel
83.0,3.0,1815,Switzerland,Basel
81.0,3.5,1830,Switzerland,Basel
83.0,3.0,1845,Switzerland,Basel
90.0,3.0,1930,Switzerland,Basel
81.0,3.0,1960,Switzerland,Basel
95.0,3.5,1970,Switzerland,Basel
122.0,3.5,1995,Switzerland,Basel
100.0,4.0,2500,Switzerland,Basel
94.0,4.0,2580,Switzerland,Basel
139.0,5.5,3200,Switzerland,Basel
146.0,6.0,3585,Switzerland,Basel
180.0,5.5,3895,Switzerland,Basel
181.0,4.5,3920,Switzerland,Basel
172.0,5.5,3990,Switzerland,Basel
10.0,1.0,150,Switzerland,Basel
11.0,1.0,680,Switzerland,Basel
32.0,1.0,700,Switzerland,Basel
30.0,1.5,720,Switzerland,Basel
25.0,1.0,805,Switzerland,Basel
30.0,1.0,850,Switzerland,Basel
29.0,1.0,850,Switzerland,Basel
40.0,1.0,880,Switzerland,Basel
34.0,1.0,890,Switzerland,Basel
40.0,1.0,890,Switzerland,Basel
26.0,1.0,890,Switzerland,Basel
24.0,1.5,900,Switzerland,Basel
28.0,1.0,900,Switzerland,Basel
40.0,2.0,930,Switzerland,Basel
23.0,1.5,940,Switzerland,Basel
44.0,1.0,940,Switzerland,Basel
28.0,1.0,950,Switzerland,Basel
16.0,1.0,950,Switzerland,Basel
39.0,1.0,954,Switzerland,Basel
27.0,1.5,970,Switzerland,Basel
20.0,1.0,970,Switzerland,Basel
40.0,2.0,990,Switzerland,Basel
30.0,1.0,990,Switzerland,Basel
45.0,2.0,1000,Switzerland,Basel
60.0,2.0,1000,Switzerland,Basel
44.0,2.0,1010,Switzerland,Basel
24.0,1.0,1040,Switzerland,Basel
52.0,2.0,1050,Switzerland,Basel
63.0,2.5,1070,Switzerland,Basel
28.0,1.0,1100,Switzerland,Basel
52.0,2.0,1140,Switzerland,Basel
55.0,2.0,1140,Switzerland,Basel
33.0,2.0,1150,Switzerland,Basel
54.0,2.0,1151,Switzerland,Basel
52.0,2.0,1160,Switzerland,Basel
46.0,2.0,1160,Switzerland,Basel
45.0,2.0,1190,Switzerland,Basel
52.0,2.0,1190,Switzerland,Basel
32.0,1.0,1200,Switzerland,Basel
47.0,2.5,1210,Switzerland,Basel
32.0,1.0,1220,Switzerland,Basel
54.0,2.0,1230,Switzerland,Basel
32.0,1.0,1240,Switzerland,Basel
61.0,3.0,1250,Switzerland,Basel
60.0,2.5,1250,Switzerland,Basel
52.0,2.0,1255,Switzerland,Basel
54.0,2.0,1285,Switzerland,Basel
45.0,1.0,1295,Switzerland,Basel
40.0,1.0,1310,Switzerland,Basel
52.0,2.0,1330,Switzerland,Basel
63.0,2.5,1335,Switzerland,Basel
55.0,2.0,1350,Switzerland,Basel
55.0,2.0,1355,Switzerland,Basel
61.0,3.0,1365,Switzerland,Basel
60.0,2.0,1370,Switzerland,Basel
57.0,3.0,1390,Switzerland,Basel
60.0,2.0,1390,Switzerland,Basel
61.0,3.0,1400,Switzerland,Basel
70.0,3.0,1420,Switzerland,Basel
79.0,3.0,1420,Switzerland,Basel
57.0,2.5,1420,Switzerland,Basel
56.0,2.0,1420,Switzerland,Basel
63.0,3.0,1430,Switzerland,Basel
57.0,2.5,1430,Switzerland,Basel
51.0,2.0,1430,Switzerland,Basel
59.0,3.0,1440,Switzerland,Basel
58.0,2.5,1445,Switzerland,Basel
59.0,3.0,1460,Switzerland,Basel
71.0,3.0,1470,Switzerland,Basel
60.0,2.0,1470,Switzerland,Basel
59.0,2.0,1470,Switzerland,Basel
50.0,2.0,1470,Switzerland,Basel
65.0,3.0,1490,Switzerland,Basel
55.0,2.5,1490,Switzerland,Basel
56.0,2.0,1490,Switzerland,Basel
50.0,2.0,1490,Switzerland,Basel
50.0,2.0,1510,Switzerland,Basel
67.0,3.0,1550,Switzerland,Basel
62.0,2.5,1550,Switzerland,Basel
75.0,3.0,1578,Switzerland,Basel
76.0,3.0,1580,Switzerland,Basel
94.0,3.0,1590,Switzerland,Basel
70.0,3.0,1590,Switzerland,Basel
62.0,2.0,1590,Switzerland,Basel
81.0,3.5,1600,Switzerland,Basel
65.0,3.0,1600,Switzerland,Basel
70.0,3.0,1600,Switzerland,Basel
55.0,2.5,1600,Switzerland,Basel
66.0,2.5,1600,Switzerland,Basel
82.0,3.5,1605,Switzerland,Basel
80.0,3.5,1620,Switzerland,Basel
85.0,3.0,1620,Switzerland,Basel
75.0,3.0,1650,Switzerland,Basel
56.0,2.5,1655,Switzerland,Basel
82.0,3.5,1710,Switzerland,Basel
69.0,3.0,1740,Switzerland,Basel
80.0,3.5,1750,Switzerland,Basel
64.0,3.0,1760,Switzerland,Basel
86.0,3.5,1771,Switzerland,Basel
93.0,4.0,1780,Switzerland,Basel
85.0,3.0,1790,Switzerland,Basel
70.0,3.0,1800,Switzerland,Basel
85.0,3.5,1810,Switzerland,Basel
81.0,3.5,1810,Switzerland,Basel
84.0,3.5,1850,Switzerland,Basel
83.0,4.5,1865,Switzerland,Basel
75.0,3.0,1880,Switzerland,Basel
87.0,3.0,1890,Switzerland,Basel
78.0,4.0,1910,Switzerland,Basel
75.0,3.5,1910,Switzerland,Basel
64.0,2.5,1930,Switzerland,Basel
88.0,3.0,1955,Switzerland,Basel
105.0,2.5,1955,Switzerland,Basel
74.0,3.5,1980,Switzerland,Basel
70.0,3.0,1990,Switzerland,Basel
116.0,2.0,1990,Switzerland,Basel
108.0,3.5,1999,Switzerland,Basel
90.0,3.5,2000,Switzerland,Basel
88.0,3.5,2019,Switzerland,Basel
88.0,3.0,2025,Switzerland,Basel
100.0,4.0,2035,Switzerland,Basel
104.0,3.5,2075,Switzerland,Basel
88.0,4.0,2100,Switzerland,Basel
90.0,3.0,2100,Switzerland,Basel
70.0,3.5,2130,Switzerland,Basel
100.0,3.5,2150,Switzerland,Basel
86.0,2.5,2150,Switzerland,Basel
80.0,3.5,2185,Switzerland,Basel
134.0,3.5,2200,Switzerland,Basel
103.0,3.0,2200,Switzerland,Basel
99.0,3.5,2290,Switzerland,Basel
104.0,4.0,2295,Switzerland,Basel
97.0,4.0,2300,Switzerland,Basel
108.0,3.5,2440,Switzerland,Basel
110.0,4.0,2490,Switzerland,Basel
90.0,4.5,2500,Switzerland,Basel
100.0,3.0,2515,Switzerland,Basel
70.0,3.5,2780,Switzerland,Basel
96.0,3.0,2890,Switzerland,Basel
161.0,3.5,2950,Switzerland,Basel
125.0,2.5,3310,Switzerland,Basel
138.0,4.5,4590,Switzerland,Basel
9.0,1.0,720,Switzerland,Basel
32.0,1.0,860,Switzerland,Basel
31.0,1.0,860,Switzerland,Basel
22.0,1.5,870,Switzerland,Basel
30.0,1.0,870,Switzerland,Basel
28.0,1.0,880,Switzerland,Basel
49.0,2.0,890,Switzerland,Basel
44.0,2.0,920,Switzerland,Basel
50.0,2.0,960,Switzerland,Basel
30.0,1.0,970,Switzerland,Basel
30.0,1.0,980,Switzerland,Basel
50.0,2.0,984,Switzerland,Basel
46.0,1.5,990,Switzerland,Basel
49.0,2.0,1000,Switzerland,Basel
38.0,1.5,1010,Switzerland,Basel
48.0,2.0,1020,Switzerland,Basel
63.0,3.0,1065,Switzerland,Basel
41.0,2.0,1070,Switzerland,Basel
44.0,2.0,1080,Switzerland,Basel
52.0,2.0,1100,Switzerland,Basel
50.0,2.0,1130,Switzerland,Basel
46.0,2.0,1130,Switzerland,Basel
27.0,1.5,1140,Switzerland,Basel
47.0,2.0,1170,Switzerland,Basel
44.0,2.0,1170,Switzerland,Basel
48.0,2.0,1170,Switzerland,Basel
30.0,1.5,1170,Switzerland,Basel
55.0,2.0,1180,Switzerland,Basel
50.0,2.0,1190,Switzerland,Basel
51.0,2.0,1200,Switzerland,Basel
53.0,2.0,1210,Switzerland,Basel
40.0,1.5,1210,Switzerland,Basel
46.0,2.0,1230,Switzerland,Basel
39.0,1.0,1250,Switzerland,Basel
50.0,2.0,1260,Switzerland,Basel
61.0,2.0,1260,Switzerland,Basel
50.0,2.0,1280,Switzerland,Basel
56.0,2.0,1285,Switzerland,Basel
46.0,2.0,1300,Switzerland,Basel
53.0,2.0,1300,Switzerland,Basel
47.0,2.0,1325,Switzerland,Basel
50.0,2.0,1340,Switzerland,Basel
58.0,2.0,1350,Switzerland,Basel
53.0,2.5,1360,Switzerland,Basel
55.0,2.0,1360,Switzerland,Basel
53.0,2.5,1370,Switzerland,Basel
63.0,3.0,1380,Switzerland,Basel
54.0,2.5,1380,Switzerland,Basel
39.0,1.0,1385,Switzerland,Basel
60.0,3.0,1390,Switzerland,Basel
38.0,1.0,1390,Switzerland,Basel
56.0,2.0,1400,Switzerland,Basel
54.0,2.0,1400,Switzerland,Basel
67.0,2.0,1420,Switzerland,Basel
56.0,2.0,1440,Switzerland,Basel
66.0,2.5,1450,Switzerland,Basel
63.0,2.5,1450,Switzerland,Basel
45.0,2.0,1450,Switzerland,Basel
68.0,3.0,1470,Switzerland,Basel
60.0,3.0,1480,Switzerland,Basel
68.0,3.0,1480,Switzerland,Basel
64.0,2.5,1480,Switzerland,Basel
51.0,3.0,1485,Switzerland,Basel
65.0,3.5,1490,Switzerland,Basel
75.0,3.0,1500,Switzerland,Basel
68.0,3.0,1500,Switzerland,Basel
62.0,2.0,1500,Switzerland,Basel
53.0,2.5,1520,Switzerland,Basel
63.0,3.0,1530,Switzerland,Basel
68.0,3.0,1530,Switzerland,Basel
66.0,2.5,1530,Switzerland,Basel
81.0,2.0,1540,Switzerland,Basel
66.0,3.0,1550,Switzerland,Basel
